Under Armour,1,48.75,2024-03-18,4.6,"Great toe spread, great cushion and support. Almost feel a spring in my step. Great for the gym too which is why I got them. My feet stay in place when doing planks meaning my toes are not pushing into the floor so no toe cramps. I am glad I got them, I don't run unfortunately but they are great on the stair climber and could easily stand on hard floor for hours in them. My foot is a 12.5 so size 13 worked great although if my foot were an actual 13 I am not sure if they would fit perfect."
Under Armour,1,48.75,2024-03-29,4.6,I have several pairs of these shoes in several different colors. Thes shoes are by far the most comfortable shoes I have ever owned. I love that they come in a 4 EE because I have a wide foot. I always talked about how comfortable my Sketchers shoes were until I bought these Under Armour shoes. Now they are the only shoes I will wear. They hold up very well and they are nice looking shoes . I would recommend them to everyone.
Under Armour,1,48.75,2023-12-20,4.6,"I absolutely love the way these shoes fit, and that means a lot as I have difficulty finding shoes that fit like these. In particular for me the low/neutral arch fits much better than so many shoes with higher arches. And the new generation of the Charged Assert line, which I've been wearing for years, has some great improvements. A wider base and more cushioning from the heel through the toe feels great. I feel like it is even promoting a better roll of my foot from heel to toe as I walk."
Under Armour,1,48.75,2023-06-17,4.6,"I need extra wide (4E) fit and have only found a couple shoes that do the job and one discontinued recently. I tried on 4 other brands before I found these gems (my last chance). They felt a little short in the store however I took them home anyways and wore them a little to try them out. I could of lived with them but when I tried 1/2 size larger (10 to 10 1/2) wow I had the right fit!What people mean by 'old man shoes""? Some feet run wide. That is not cool to say that."
Under Armour,1,48.75,2024-01-12,4.6,My husband is 6’9” with a size 15 shoe. So shoe shopping for him can be a pain. Finding these in his size with an extra wide option was amazing. He’s worn them almost every day since Christmas. He reports they are super comfy and supportive. 0 complaints at this time. They are also really sharp looking and match most outfits.
Under Armour,1,48.75,2024-03-28,4.6,"I was happy to finally get a pair of shoes under the 4E category, however unfortunately this pair seem to hurt my last toes, so it is vlreally uncomfortable when I walk longer distances.I did not have this problem w my earlier pair.It is also not as cushiony as I wld have loved it, unlike New Balance which I tried.Anyway, what can I do to ease the pain on my toes?Thank u"
Under Armour,1,48.75,2024-04-22,4.6,I have a difficult time finding shoes wide enough to to fit my foot width years ago i tried on another brands 4E width shoe and found what I was looking for in comfort. I have Purchased an EE width UA shoe from Amazon but they still have not stretched enough to be really comfortable. Upon going into one of the near by UA stores I found that they had a 4E with in many different styles tried it on in size 9 and needed to go to a 9 1/2 for the correct length and found the comfort I was looking for in a very supportive shoe.
Under Armour,1,48.75,2024-03-12,4.6,"My son is over 6 foot tall and over 300 pounds and the shoe works very well. He’s got a 13 four wide foot which is extremely difficult to fit fits like a glove. He can put them on and take right off with them. There’s no breaking, which I don’t believe is true for shoes anyway they should feel good right off the get-go, but this is probably our Third year that we found under Armour shoes for him and their fantastic"
Under Armour,1,48.75,2024-04-10,4.6,"I purchased this shoe for my husband who has a wider foot and he has always struggled with finding shoes wide enough. This shoe was wide and comfortable for him. The look is very clean and slick. The only downside, as with any new shoe, is breaking it in. Other than that, I would and will be purchasing this brand/shoe again."
Under Armour,1,48.75,2024-04-10,4.6,I’ve been getting this model sneaker for the past 5 years. They usually last about a year till the soles compress and they’re not comfortable anymore. For some reason this pair only lasted 6 months. It’s almost like the shoe has no padding anymore. They were very comfortable new.
Under Armour,2,70.0,2023-12-13,4.7,"I recently purchased the Under Armour UA Lockdown 6 Basketball Shoes, and I am beyond impressed with their performance on the basketball court. As an avid basketball player, I've worn my fair share of basketball shoes, and these truly stand out.First and foremost, the lockdown fit is exceptional. The shoes provide a secure and snug fit around the foot, offering the stability needed for quick cuts and explosive movements on the court. The ankle support is commendable, ensuring confidence in every jump and landing.The traction on the UA Lockdown 6 is outstanding. The multidirectional herringbone pattern on the outsole provides excellent grip on various court surfaces. Whether making sharp cuts or sprinting down the court, I felt in complete control, thanks to the ... MoreI recently purchased the Under Armour UA Lockdown 6 Basketball Shoes, and I am beyond impressed with their performance on the basketball court. As an avid basketball player, I've worn my fair share of basketball shoes, and these truly stand out.First and foremost, the lockdown fit is exceptional. The shoes provide a secure and snug fit around the foot, offering the stability needed for quick cuts and explosive movements on the court. The ankle support is commendable, ensuring confidence in every jump and landing.The traction on the UA Lockdown 6 is outstanding. The multidirectional herringbone pattern on the outsole provides excellent grip on various court surfaces. Whether making sharp cuts or sprinting down the court, I felt in complete control, thanks to the reliable traction.Comfort is another strong suit of these basketball shoes. The cushioning system effectively absorbs impact, reducing fatigue during extended play. The breathability of the materials used keeps my feet cool and comfortable throughout the game.Durability is key for any basketball shoe, and the UA Lockdown 6 does not disappoint. The build quality is robust, and after several intense games, the shoes still look and perform like new. It's clear that Under Armour prioritizes longevity in their design.Stylish yet functional, the design of the UA Lockdown 6 is a win-win. The sleek look of the shoes garnered compliments both on and off the court. Under Armour has struck a perfect balance between aesthetics and performance.In conclusion, the Under Armour UA Lockdown 6 Basketball Shoes exceeded my expectations. From the superior lockdown fit to the exceptional traction and overall durability, these shoes have become my go-to on the basketball court. If you're seeking a reliable and high-performing basketball shoe, look no further than the UA Lockdown 6. Less"
Under Armour,2,70.0,2023-12-18,4.7,"These shoes are nice but have issues. First and foremost, the shoe runs small - for me it is at least a half size small. I just ordered another pair of UA running shoes and these are at least a half size smaller. I had to exchange for the next size up and they are still a touch on the tight size. I am, hoping that the upper loosens up a bit and they will be awesome if that happens.The upper has very little give so right now they are uncomfortable. The base of the shoe is great and comfortable, but narrow and a touch short. I am not sure if that is because they market this as a unisex shoe and have made the outsole smaller to accommodate more smaller feet.The shoe looks great and my fingers are crossed that a break in will include loosening of the uppers. Look at ... MoreThese shoes are nice but have issues. First and foremost, the shoe runs small - for me it is at least a half size small. I just ordered another pair of UA running shoes and these are at least a half size smaller. I had to exchange for the next size up and they are still a touch on the tight size. I am, hoping that the upper loosens up a bit and they will be awesome if that happens.The upper has very little give so right now they are uncomfortable. The base of the shoe is great and comfortable, but narrow and a touch short. I am not sure if that is because they market this as a unisex shoe and have made the outsole smaller to accommodate more smaller feet.The shoe looks great and my fingers are crossed that a break in will include loosening of the uppers. Look at the photo - I am wearing a 12, while I normally wear an 11.5 in UA athletic shoes. My feet are 288mm and normally a medium width - look at the lace area - you can see where it is widening out near my leg and you can see how narrow the toe box is of this shoe.If your feet are on the small/narrow side, this could be a great shoe for you. I am 6'1"" and weight 180. Less"
Under Armour,2,70.0,2024-03-16,4.7,"I'm a professional trainer and was looking for a pair of shoes that were both comfortable and supportive for a long day on the floor of the gym. I was reluctant to purchase shoes that were advertised as basketball shoes, but liked the design so I gave them a try. They passed the test. I'm a D width and they run just a tad narrow, but they relaxed after a shift at the gym. I wear orthotics and the only downside is the insoles are not removeable. However, they work just fine with my orthotics. The only problem is I wear a 3mm lift in my left shoe, and that combined with the orthotics made the shoe too tights. The ultimate testament is I'm purchasing a back up pair in a different color."
Under Armour,2,70.0,2023-05-09,4.7,"I bought these for my daughter and myself for netball as we both have wide feet and other brands are just a smidge too tight. They r brilliant!! So comfortable and fit perfectly. And look good too. I bought them online, although I measured and sized as best I could, I was still a little nervous about getting them before trying them on, but they fit perfectly and very true to size. We have been wearing them for a few weeks now and we love them. I use them for both outdoor and indoor netball and my daughter also uses them for Netball and school sports. We both played our first game in the rain for this season and while everyone else was complaining about there feet soaking and freezing our were warm and dry."
Under Armour,2,70.0,2023-09-22,4.7,"Ordered these online to use for boxing workouts. Basketball shoes are often good for boxing, as many of the same foot movements are used. After a couple workouts, these shoes are just about perfect. Good support, especially side to side. The tread pattern is great for pivots. They seem to be good quality, and I like the ankle support, though I do wish it was a half-inch higher. All and all, just what I wanted. And unlike most basketball shows, these are far less than $100."
Under Armour,2,70.0,2023-08-13,4.7,"These shoes surprised me. They have a great fit, are built pretty well compared to some other name brands, and the grip has been superb. They have just enough cushion to where they absorb the shock but they dont sink you still get the solid court feel. They dont get overly dusty causing slippage, any ive got was easily wiped off real fast and back to playing. If you want a good shoe for playing basketball and not to show off, you would be pretty happy with these I think.The fit seems right on, if you have average width feet you should just get the size you normally do."
Under Armour,2,70.0,2024-02-06,4.7,"I wear these at the range, for tactical training and in my job as a photographer. They are comfortable standing or running around all day on flat or uneven surfaces. They look great with sweatpants, jeans or tactical pants. I have had several pairs and they hold up well. I wish they came in all black, I sometimes paint the white soles. A great UA product. I will continue to wear these for years to come."
Under Armour,2,70.0,2023-05-02,4.7,I was looking at these shoes originally for my daughter who had to choose this brand for her team. She looked at many options but kept coming back to these. We ordered a pair and then my son wanted a pair too. The kids like the design and how comfortable they are. My daughter plays competitive basketball and likes the grip better than other brands and appreciates the ankle support. These shoes are unisex and the sizing was perfect both of them.
Under Armour,2,70.0,2023-10-05,4.7,"These shoes are dope looking and I was excited to get them, but they are constructed so strangely. First, they run an entire size smaller than any other shoe I've ever bought. Second and most importantly, the arch in the shoe is so far forward (practically in the ball of my foot) that they are painful to wear. I tried exchanging them for a larger size, but had the same issue. Gonna have to admit defeat and just get a refund"
Under Armour,2,70.0,2023-07-22,4.7,"First off want to say the color combo ( black with neon green ) is such a great contrast. Secondly these are the most comfortable pair I have ever bought, all UA are top their in comfort but these are by far my favorite yet. They are so nicely made, no mistakes or opps,, they are seemless. I highly suggest these exact style to everyone now. Even bought my whole family their own pairs in different color combos ."
